-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1
50,0,48019.980,56.00,205,43503,41990
-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1
