10,0,4.133,34.73,0,4,4
10,0,33.670,21.32,0,17,17
10,0,105.426,13.62,0,27,26
50,0,48.927,2.93,0,49,47
50,0,150.887,4.76,41,97,94
50,0,352.794,4.07,142,159,155
100,0,123.456,1.16,0,123,118
100,0,367.072,1.96,71,260,250
100,0,948.948,1.51,256,509,496
500,0,515.229,0.28,0,515,490
500,0,739.144,0.97,67,666,646
500,0,1671.057,0.86,621,935,912
