10,0,0.714,217.62,0,1,1
10,0,3.875,200.38,0,2,2
10,0,6.664,233.00,1,2,2
50,0,0.683,227.36,0,1,1
50,0,2.560,303.27,0,2,2
50,0,5.066,306.48,0,4,3
100,0,0.611,253.99,0,1,0
100,0,2.509,309.46,0,2,2
100,0,5.003,310.35,0,4,4
100,0,25.029,310.19,1,5,5
500,0,0.608,255.32,0,1,0
500,0,2.606,297.87,0,2,2
500,0,5.166,300.56,0,4,4
500,0,25.921,299.51,0,4,4
