10,0,7.332,2110.44,0,7,7
10,0,47.432,1631.24,0,22,21
10,0,146.397,1057.03,0,35,33
50,0,81.170,190.64,0,81,78
50,0,233.545,331.30,41,179,173
50,0,531.199,291.31,163,271,265
100,0,201.239,76.90,0,201,193
100,0,455.669,169.80,61,383,373
100,0,1227.913,126.02,215,729,716
500,0,789.346,19.60,0,789,765
500,0,829.340,93.29,16,803,783
500,0,1707.210,90.64,430,1236,1213
